plant_id	plant_name	plant_location	parsed_genus	parsed_species	parsed_var	parsed_cultivar	is_various	match_path	confidence	match_full_name	candidate_count	alt_paths
F92	"S. flava ""red form"" Cooks Bayou"	Bay Co, FL	Sarracenia	flava		"""red form"" Cooks Bayou"		sarracenia/flava/all-red-l-x-best-clone-liberty-fl	low	Sarracenia flava 'all red' (L x best clone) Liberty Co, FL	5	sarracenia/flava/all-red-l-x-best-liberty-fl | sarracenia/flava/anthocyanin-free-brunswick-nc | sarracenia/flava/anthocyanin-free-liberty-fl | sarracenia/flava/bronze-sheridan
F94	"S. flava var. ""atropurpurea"" yellow top"	Okaloosa Co, FL	Sarracenia	flava	"""atropurpurea"""	yellow top		sarracenia/flava/all-red-l-x-best-clone-liberty-fl	low	Sarracenia flava 'all red' (L x best clone) Liberty Co, FL	5	sarracenia/flava/all-red-l-x-best-liberty-fl | sarracenia/flava/anthocyanin-free-brunswick-nc | sarracenia/flava/anthocyanin-free-liberty-fl | sarracenia/flava/bronze-sheridan
F96	S. flava var. atropurpurea (various select clones)	Okaloosa Co, FL	Sarracenia	flava	atropurpurea	(various select clones)		sarracenia/flava/var-atropurpurea/2at-clone-2-okaloosa-fl	medium	Sarracenia flava var. atropurpurea 2AT clone#2 Okaloosa Co, FL	5	sarracenia/flava/var-atropurpurea/2at-super-dark-okaloosa-fl | sarracenia/flava/var-atropurpurea/dark-throat-okaloosa-fl | sarracenia/flava/var-atropurpurea/ert-okaloosa-fl | sarracenia/flava/var-atropurpurea/giant-okaloosa-fl
F99	S. flava var. atropurpurea 'surprisingly dark'	Liberty Co, FL	Sarracenia	flava	atropurpurea	surprisingly dark		sarracenia/flava/var-atropurpurea/surprisingly-dark-liberty-fl	high	Sarracenia flava var. atropurpurea 'surprisingly dark' Liberty Co, FL	1	
F100	S. flava var. atropurpurea F27C	Santa Rosa Co, FL	Sarracenia	flava	atropurpurea	F27C		sarracenia/flava/var-atropurpurea/all-red-santa-rosa-fl	medium	Sarracenia flava 'all red' Santa Rosa Co, FL	1	
L1	S. leucophylla AJO1	Cultivated Clone	Sarracenia	leucophylla		AJO1		sarracenia/leucophylla/25p-1-washington-al	low	Sarracenia leucophylla 25P-1 Washington Co, AL	5	sarracenia/leucophylla/3nb-white-petiole-santa-rosa-fl | sarracenia/leucophylla/4520-cl1-washington-al | sarracenia/leucophylla/4520-cl2-washington-al | sarracenia/leucophylla/4520-only-clone-washington-al
L5	S. leucophylla 'very white clone'	Sumter Co, GA	Sarracenia	leucophylla		very white clone		sarracenia/leucophylla/25p-1-washington-al	low	Sarracenia leucophylla 25P-1 Washington Co, AL	5	sarracenia/leucophylla/3nb-white-petiole-santa-rosa-fl | sarracenia/leucophylla/4520-cl1-washington-al | sarracenia/leucophylla/4520-cl2-washington-al | sarracenia/leucophylla/4520-only-clone-washington-al
L5a	S. leucophylla 'puffy cheeks'	Baldwin Co, AL	Sarracenia	leucophylla		puffy cheeks		sarracenia/leucophylla/puffy-cheeks-baldwin-al	high	Sarracenia leucophylla 'Puffy Cheeks' Baldwin Co, AL	1	
L6	S. leucophylla 'RED' Select Clone	Franklin Co, FL	Sarracenia	leucophylla		RED		sarracenia/leucophylla/red-bay-fl	high	Sarracenia leucophylla 'RED' Bay Co, FL	2	sarracenia/leucophylla/red-cal-carn
L6ab	S. leucophylla 'Conecuh RED'	Conecuh Co, AL	Sarracenia	leucophylla		Conecuh RED		sarracenia/leucophylla/conecuh-red	high	Sarracenia leucophylla 'Conecuh red'	1	
L7b	S. leucophylla yellow flower 'Super Pink'	Baldwin Co, AL	Sarracenia	leucophylla		Super Pink		sarracenia/leucophylla/super-pink-baldwin-al	high	Sarracenia leucophylla 'Super Pink' Baldwin Co, AL	1	
L9	S. leucophylla var. alba 'Hurricane Creek White' Clone A	Baldwin Co, AL	Sarracenia	leucophylla	alba	Hurricane Creek White		sarracenia/leucophylla/var-alba/hcw-axf-select	high	Sarracenia leucophylla 'Hurricane Creek White' A × F select clone	5	sarracenia/leucophylla/var-alba/hcw-clone-a-baldwin-al | sarracenia/leucophylla/var-alba/hcw-clone-d-baldwin-al | sarracenia/leucophylla/var-alba/hcw-clone-e-baldwin-al | sarracenia/leucophylla/var-alba/hcw-clone-f-baldwin-al
P1	S. purpurea ssp. purpurea	Centre Co, PA	Sarracenia	purpurea	purpurea			sarracenia/purpurea/centre-pa	medium	Sarracenia purpurea ssp. purpurea Centre Co, PA	1	
P4	S. purpurea ssp. purpurea 'marl bog form'	Bruce Co, ON	Sarracenia	purpurea	purpurea	marl bog form		sarracenia/purpurea/marl-bog-form-bruce-on	high	Sarracenia purpurea ssp. purpurea 'Marl Bog form' Bruce Co, ON	1	
P5	S. purpurea ssp. venosa (various clones)	Brunswick Co, NC	Sarracenia	purpurea	venosa		yes	sarracenia/purpurea/var-venosa/brunswick-beauty-brunswick-nc	medium	Sarracenia purpurea ssp. venosa 'Brunswick Beauty' Brunswick Co, NC	3	sarracenia/purpurea/var-venosa/brunswick-clone-b | sarracenia/purpurea/var-venosa/brunswick-co-nc-population
P6	S. purpurea ssp. venosa	Tattnall Co, GA	Sarracenia	purpurea	venosa			sarracenia/purpurea/ssp-venosa/tattnall-ga-montana-intermediate	medium	Sarracenia purpurea ssp. venosa Tattnall Co, GA (montana-intermediate seedlings)	1	
P6a	S. purpurea ssp. venosa	Montgomery Co, NC	Sarracenia	purpurea	venosa			sarracenia/purpurea/var-venosa/montgomery-nc	medium	Sarracenia purpurea ssp. venosa Montgomery Co, NC	1	
P8	S. montana clone#1	Transylvania Co, NC	Sarracenia	montana		clone#1		sarracenia/montana/best-clone-x-henderson-nc	low	Sarracenia montana (best clone × Henderson Co, NC)	5	sarracenia/montana/best-clone/hxc-clone | sarracenia/montana/best-clone | sarracenia/montana/best-clone/m-r-clone | sarracenia/montana/clone-d-transylvania-nc
P10	S. montana AAxA select	Transylvania Co, NC	Sarracenia	montana		AAxA select		sarracenia/montana/best-clone-x-henderson-nc	low	Sarracenia montana (best clone × Henderson Co, NC)	5	sarracenia/montana/best-clone/hxc-clone | sarracenia/montana/best-clone | sarracenia/montana/best-clone/m-r-clone | sarracenia/montana/clone-d-transylvania-nc
P14	S. montana f1	Transylvania Co, NC	Sarracenia	montana		f1		sarracenia/montana/f1-transylvania-nc	high	Sarracenia montana F1 Transylvania Co, NC	1	
P15	S. montana	Greenville Co, SC	Sarracenia	montana				sarracenia/montana/best-clone-x-henderson-nc	low	Sarracenia montana (best clone × Henderson Co, NC)	5	sarracenia/montana/best-clone/hxc-clone | sarracenia/montana/best-clone | sarracenia/montana/best-clone/m-r-clone | sarracenia/montana/clone-d-transylvania-nc
P17	S. rosea clone B	Mobile Co, AL	Sarracenia	rosea				sarracenia/rosea/big-mama-x-clone-c-giant	low	Sarracenia rosea GIANT (Big Mama × clone C) Mobile Co, AL	5	sarracenia/rosea/big-mama | sarracenia/rosea/bulbous-cooks-bayou-bay-fl | sarracenia/rosea/bulbz-liberty-fl | sarracenia/rosea/calhoun-fl
P19	S. rosea clone E	Mobile Co, AL	Sarracenia	rosea				sarracenia/rosea/big-mama-x-clone-c-giant	low	Sarracenia rosea GIANT (Big Mama × clone C) Mobile Co, AL	5	sarracenia/rosea/big-mama | sarracenia/rosea/bulbous-cooks-bayou-bay-fl | sarracenia/rosea/bulbz-liberty-fl | sarracenia/rosea/calhoun-fl
P20	S. rosea clone M	Mobile Co, AL	Sarracenia	rosea				sarracenia/rosea/big-mama-x-clone-c-giant	low	Sarracenia rosea GIANT (Big Mama × clone C) Mobile Co, AL	5	sarracenia/rosea/big-mama | sarracenia/rosea/bulbous-cooks-bayou-bay-fl | sarracenia/rosea/bulbz-liberty-fl | sarracenia/rosea/calhoun-fl
P20a	S. rosea clone Q	Mobile Co, AL	Sarracenia	rosea				sarracenia/rosea/big-mama-x-clone-c-giant	low	Sarracenia rosea GIANT (Big Mama × clone C) Mobile Co, AL	5	sarracenia/rosea/big-mama | sarracenia/rosea/bulbous-cooks-bayou-bay-fl | sarracenia/rosea/bulbz-liberty-fl | sarracenia/rosea/calhoun-fl
P21	S. rosea clone U	Mobile Co, AL	Sarracenia	rosea				sarracenia/rosea/big-mama-x-clone-c-giant	low	Sarracenia rosea GIANT (Big Mama × clone C) Mobile Co, AL	5	sarracenia/rosea/big-mama | sarracenia/rosea/bulbous-cooks-bayou-bay-fl | sarracenia/rosea/bulbz-liberty-fl | sarracenia/rosea/calhoun-fl
P24	S. rosea Northern Baldwin Co, AL	Northern Baldwin Co, AL	Sarracenia	rosea		Northern Baldwin Co, AL		sarracenia/rosea/northern-baldwin-co-al-red-flower	high	Sarracenia rosea Northern Baldwin Co, AL (red-flowered)	1	
P24A	S. rosea 'Bulbous'	Northern Baldwin Co, AL	Sarracenia	rosea		Bulbous		sarracenia/rosea/bulbous-cooks-bayou-bay-fl	high	Sarracenia rosea 'bulbous' Cook's Bayou, Bay Co, FL	1	
P25	S. rosea Southern Baldwin Co, AL	Southern Baldwin Co, AL	Sarracenia	rosea		Southern Baldwin Co, AL		sarracenia/rosea/red-lips-southern-baldwin-al	high	Sarracenia rosea 'red lips' Southern Baldwin Co, AL	2	sarracenia/rosea/southern-baldwin-co-al-population
P27	S. rosea (various clones)	Liberty Co, FL	Sarracenia	rosea			yes	sarracenia/rosea/big-mama-x-clone-c-giant	low	Sarracenia rosea GIANT (Big Mama × clone C) Mobile Co, AL	5	sarracenia/rosea/big-mama | sarracenia/rosea/bulbous-cooks-bayou-bay-fl | sarracenia/rosea/bulbz-liberty-fl | sarracenia/rosea/calhoun-fl
P29	S. rosea 'red throat giant'	Liberty Co, FL	Sarracenia	rosea		red throat giant		sarracenia/rosea/giant-red-throat-x-big-mama-x-clone-c	high	Sarracenia rosea GIANT (red throat giant × (big mama × clone C))	2	sarracenia/rosea/red-throat-giant-liberty-fl
P30	S. rosea Okaloosa Co, FL	Okaloosa Co, FL	Sarracenia	rosea		Okaloosa Co, FL		sarracenia/rosea/okaloosa-fl	high	Sarracenia rosea Okaloosa Co, FL	2	sarracenia/rosea/yellow-clone-okaloosa-fl
M4	S. minor var. okefenokeensis clone I	Ware Co, GA	Sarracenia	minor	okefenokeensis			sarracenia/minor/var-okefenokeensis/a-1-ware-ga	medium	Sarracenia minor var. okefenokeensis A-1 Ware Co, GA	5	sarracenia/minor/var-okefenokeensis/clone-4-green-yellow-ware-ga | sarracenia/minor/var-okefenokeensis/clone-c-red-ware-ga | sarracenia/minor/var-okefenokeensis/clone-e-ware-ga | sarracenia/minor/var-okefenokeensis/clone-j-n-s-ware-ga
M5	S. minor var. okefenokeensis clone J	Ware Co, GA	Sarracenia	minor	okefenokeensis			sarracenia/minor/var-okefenokeensis/clone-j-n-s-ware-ga	high	Sarracenia minor var. okefenokeensis Ware Co, GA — clones J, N, S	1	
M6	S. minor var. okefenokeensis clone N	Ware Co, GA	Sarracenia	minor	okefenokeensis			sarracenia/minor/var-okefenokeensis/a-1-ware-ga	medium	Sarracenia minor var. okefenokeensis A-1 Ware Co, GA	5	sarracenia/minor/var-okefenokeensis/clone-4-green-yellow-ware-ga | sarracenia/minor/var-okefenokeensis/clone-c-red-ware-ga | sarracenia/minor/var-okefenokeensis/clone-e-ware-ga | sarracenia/minor/var-okefenokeensis/clone-j-n-s-ware-ga
M8	S. minor var. okefenokeensis clone S	Ware Co, GA	Sarracenia	minor	okefenokeensis			sarracenia/minor/var-okefenokeensis/a-1-ware-ga	medium	Sarracenia minor var. okefenokeensis A-1 Ware Co, GA	5	sarracenia/minor/var-okefenokeensis/clone-4-green-yellow-ware-ga | sarracenia/minor/var-okefenokeensis/clone-c-red-ware-ga | sarracenia/minor/var-okefenokeensis/clone-e-ware-ga | sarracenia/minor/var-okefenokeensis/clone-j-n-s-ware-ga
M14	S. minor var. okefenokeensis clone A-1	Ware Co, GA	Sarracenia	minor	okefenokeensis			sarracenia/minor/var-okefenokeensis/a-1-ware-ga	medium	Sarracenia minor var. okefenokeensis A-1 Ware Co, GA	5	sarracenia/minor/var-okefenokeensis/clone-4-green-yellow-ware-ga | sarracenia/minor/var-okefenokeensis/clone-c-red-ware-ga | sarracenia/minor/var-okefenokeensis/clone-e-ware-ga | sarracenia/minor/var-okefenokeensis/clone-j-n-s-ware-ga
M17a	S. minor var. okefenokeensis	Charlton Co, GA	Sarracenia	minor	okefenokeensis			sarracenia/minor/var-okefenokeensis/charlton-co-ga-population	medium	Sarracenia minor var. okefenokeensis Charlton Co, GA — population overview	1	
M18	S. minor var. minor (various clones)	Old Dock, Columbus Co, NC	Sarracenia	minor	minor		yes	sarracenia/minor/var-minor/old-dock-columbus-nc	medium	Sarracenia minor var. minor Old Dock, Columbus Co, NC — population	2	sarracenia/minor/var-minor/red-windows-old-dock-columbus-nc
M25	S. minor var. minor	Charlton Co, GA	Sarracenia	minor	minor			sarracenia/minor/var-minor/charlton-co-ga-different-population	medium	Sarracenia minor var. minor Charlton Co, GA (different population)	2	sarracenia/minor/var-minor/tall-form-charlton-ga
M25a	S. minor Charlton Co, GA (tall form)	Charlton Co, GA	Sarracenia	minor		Charlton Co, GA (tall form)		sarracenia/minor/var-minor/anthocyanin-free	low	Sarracenia minor f. viridescens (anthocyanin-free) — Bockowski-Sheridan F1/F2 line	5	sarracenia/minor/var-minor/berkeley-sc | sarracenia/minor/var-minor/brantley-ga | sarracenia/minor/var-minor/brooks-ga | sarracenia/minor/var-minor/charleston-sc
M25b	S. minor var. minor	Nassau Co, FL	Sarracenia	minor	minor			sarracenia/minor/var-minor/nassau-fl	medium	Sarracenia minor var. minor Nassau Co, FL	1	
M27	S. minor var. minor	Franklin Co, FL	Sarracenia	minor	minor			sarracenia/minor/var-minor/berkeley-sc	low	Sarracenia minor var. minor Berkeley Co, SC	5	sarracenia/minor/var-minor/brantley-ga | sarracenia/minor/var-minor/brooks-ga | sarracenia/minor/var-minor/charleston-sc | sarracenia/minor/var-minor/charlton-co-ga-different-population
M28	S. minor var. minor	Brooks Co, GA	Sarracenia	minor	minor			sarracenia/minor/var-minor/brooks-ga	medium	Sarracenia minor var. minor Brooks Co, GA	1	
M29	S. minor var. minor	Osceola Co, FL	Sarracenia	minor	minor			sarracenia/minor/var-minor/berkeley-sc	low	Sarracenia minor var. minor Berkeley Co, SC	5	sarracenia/minor/var-minor/brantley-ga | sarracenia/minor/var-minor/brooks-ga | sarracenia/minor/var-minor/charleston-sc | sarracenia/minor/var-minor/charlton-co-ga-different-population
M30	S. minor var. minor	Tattnall Co, GA	Sarracenia	minor	minor			sarracenia/minor/var-minor/berkeley-sc	low	Sarracenia minor var. minor Berkeley Co, SC	5	sarracenia/minor/var-minor/brantley-ga | sarracenia/minor/var-minor/brooks-ga | sarracenia/minor/var-minor/charleston-sc | sarracenia/minor/var-minor/charlton-co-ga-different-population
M31	S. minor var. minor	Emanuel Co, GA	Sarracenia	minor	minor			sarracenia/minor/var-minor/emanuel-ga	medium	Sarracenia minor var. minor Emanuel Co, GA	1	
HY1	S. 'Ellie Wang'	Registered Cultivar	Sarracenia			Ellie Wang			none		0	
HY1B	S. moorei 'red throat'	Southern Baldwin Co, AL	Sarracenia			red throat		sarracenia/hybrids/moorei-ert-improved-2-0	medium	Sarracenia moorei extreme red throat improved 2.0	5	sarracenia/hybrids/moorei-ert-improved | sarracenia/hybrids/moorei-extreme-red-throat-select | sarracenia/hybrids/moorei-red-throat-southern-baldwin-al | sarracenia/hybrids/naczii-red-throat-green-body-okaloosa-fl
HY1BB	S. moorei extreme red throat 'select'	Cultivated Selection	Sarracenia			select		sarracenia/hybrids/adrian-slack-x-judith-hindle-select	medium	Sarracenia 'Adrian Slack' × 'Judith Hindle' 'Select'	5	sarracenia/hybrids/alucard-select | sarracenia/hybrids/moorei-extreme-red-throat-select | sarracenia/hybrids/moorei-okaloosa-mike-select | sarracenia/hybrids/oreophila-select-x-ert-corner-clone
HY1C	S. moorei 'Okaloosa'	Okaloosa Co, FL	Sarracenia			Okaloosa		sarracenia/hybrids/moorei-okaloosa-mike-select	high	Sarracenia x moorei 'Okaloosa' (Mike's select from 300+ seedlings)	1	
HY1D	S. Alucard 'select'	Cultivated Selection	Sarracenia			select		sarracenia/hybrids/adrian-slack-x-judith-hindle-select	medium	Sarracenia 'Adrian Slack' × 'Judith Hindle' 'Select'	5	sarracenia/hybrids/alucard-select | sarracenia/hybrids/moorei-extreme-red-throat-select | sarracenia/hybrids/moorei-okaloosa-mike-select | sarracenia/hybrids/oreophila-select-x-ert-corner-clone
HY2	S. leuco red x minor giant	Cross Breeding	Sarracenia			leuco red x minor giant			none		0	
HY4	S. leuco burgundy x minor giant 'pink clone'	Cross Breeding	Sarracenia			pink clone		sarracenia/hybrids/burgundy-x-minor-giant-pink-clone	medium	Sarracenia × ('Burgundy' × minor Giant) 'pink clone'	1	
HY6	S. x naczii	Liberty Co, FL	Sarracenia			naczii		sarracenia/hybrids/naczii-red-throat-green-body-okaloosa-fl	medium	Sarracenia × naczii 'red throat, green body' Okaloosa Co, FL	3	sarracenia/hybrids/naczii-wild-lid-okaloosa-fl | sarracenia/hybrids/x-naczii-liberty-fl
HY8	S. x mitchelliana	Baldwin Co, AL	Sarracenia			mitchelliana		sarracenia/hybrids/uncle-mitch-fat-mitchelliana	medium	Sarracenia x mitchelliana 'Uncle Mitch' (fat clone)	4	sarracenia/hybrids/x-mitchelliana-baldwin-al-population | sarracenia/hybrids/x-mitchelliana-neon-pink-baldwin-al | sarracenia/hybrids/x-mitchelliana-tc-european-import
HY9	S. x adrian slack x Judith Hindle 'select'	Cross Breeding	Sarracenia			select		sarracenia/hybrids/adrian-slack-x-judith-hindle-select	medium	Sarracenia 'Adrian Slack' × 'Judith Hindle' 'Select'	5	sarracenia/hybrids/alucard-select | sarracenia/hybrids/moorei-extreme-red-throat-select | sarracenia/hybrids/moorei-okaloosa-mike-select | sarracenia/hybrids/oreophila-select-x-ert-corner-clone
HY10	S. x Hummer's Hammerhead	Cultivated Hybrid	Sarracenia			Hummer's Hammerhead		sarracenia/hybrids/hummers-hammerhead	high	Sarracenia × 'Hummer's Hammerhead' (psittacina × alabamensis × alabamensis)	1	
HY11	S. x Umlauftiana	Historical Hybrid	Sarracenia			Umlauftiana		sarracenia/hybrids/x-umlauftiana	medium	Sarracenia x umlauftiana (S. purpurea × S. leucophylla / 'Skywatcher' clone)	1	
HY12	S. x Mardi Gras	Cultivated Hybrid	Sarracenia			Mardi Gras			none		0	
HY14	S. x Reptilian Rose	Cultivated Hybrid	Sarracenia			Reptilian Rose		sarracenia/hybrids/reptilian-rose	high	Sarracenia 'Reptilian Rose' (oreophila Sand Mtn × 'Royal Ruby')	1	
HY16	S. moorei 'Bouquet'	Cultivated Selection	Sarracenia			Bouquet		sarracenia/hybrids/bouquet-moorei	high	Sarracenia x moorei 'Bouquet'	1	
HY17	S. Leo Song	Registered Cultivar	Sarracenia			Leo Song		sarracenia/hybrids/x-leo-song	high	Sarracenia x 'Leo Song'	1	
HY19	Sarracenia 'Jessica'	Registered Cultivar	Sarracenia			Jessica			none		0	
HY20	Sarracenia 'Bud Wilkerson'	North Walton Co, FL	Sarracenia			Bud Wilkerson		sarracenia/hybrids/bud-wilkerson	high	Sarracenia 'Bud Wilkerson'	1	
HY21	Sarracenia moorei Johnny Wilkerson	North Walton Co, FL	Sarracenia			moorei Johnny Wilkerson			none		0	
HY21b	S. moorei Wilkerson's White Knight	N. Walton Co, FL	Sarracenia			moorei Wilkerson's White Knight			none		0	
HY22C	S. moorei 'wilkerson's Red'	Wilkerson Property	Sarracenia			wilkerson		sarracenia/hybrids/blood-moon-grex	medium	Sarracenia x 'Blood Moon' (rubricorpora × Wilkerson's Red Rocket grex)	5	sarracenia/hybrids/bud-wilkerson | sarracenia/hybrids/moorei-wilkersons-red-walton-fl | sarracenia/hybrids/moorei-wwk-x-bouquet | sarracenia/hybrids/wilkersons-white-knight-walton-fl
HY22	Sarracenia 'Premysl Otakar I'	European Cultivar	Sarracenia			Premysl Otakar I		sarracenia/hybrids/premysl-otakar-i	high	Sarracenia 'Premysl Otakar I'	1	
HY23	Sarracenia Rudolf II	European Cultivar	Sarracenia			Rudolf II		sarracenia/hybrids/rudolf-ii	high	Sarracenia 'Rudolf II'	1	
HY24	S. 'white mitch' x hurricane creek white clone F	Cross Breeding	Sarracenia			white mitch		sarracenia/hybrids/white-mitch-x-hcw-f	medium	Sarracenia (white mitch × HCW F)	2	sarracenia/hybrids/x-mitchelliana-baldwin-al-population
HY25	S. wilkerson's red rocket x flava var. rubricorpora 'blood moon'	Cross Breeding	Sarracenia			s red rocket x flava var. rubricorpora 			none		0	
HY26	S. alata Sam Rayburn Reservoir x hurricane creek white clone F	Cross Breeding	Sarracenia	alata		Sam Rayburn Reservoir x hurricane creek white clone F		sarracenia/alata/black-hood-harrison-ms	low	Sarracenia alata 'BLACK HOOD' Harrison Co, MS	5	sarracenia/alata/black-lips-stone-ms | sarracenia/alata/black-mk-a28-stone-ms | sarracenia/alata/black-mk-a58-stone-ms | sarracenia/alata/black-stocky-mka28-desoto-ms
HY27	S. leucophylla var. alba 'Rod's favorite' x minor okefenokeensis	Cross Breeding	Sarracenia	leucophylla	alba	Rod		sarracenia/leucophylla/var-alba/rods-favorite-hcwf-x-mkl042	high	Sarracenia leucophylla var. alba 'Rod's Favorite' (HCW Clone F × MKL042)	2	sarracenia/leucophylla/var-alba/rods-favorite-x-the-one
HY28	S. areolata 'dark hood'	Cultivated Selection	Sarracenia			dark hood		sarracenia/hybrids/areolata-dark-hood	medium	Sarracenia × areolata 'DARK HOOD'	1	
HY29	S. moorei 'Elvis Wilkerson'	North Walton Co, FL	Sarracenia			Elvis Wilkerson			none		0	
HY30	S. 'Stingray'	Registered Cultivar	Sarracenia			Stingray			none		0	
HY31	S. Monk's head Hammerhead	Cultivated Hybrid	Sarracenia			Monk's head Hammerhead			none		0	
HY44	Sarracenia 'Stanya'	Registered Cultivar	Sarracenia			Stanya		sarracenia/hybrids/stanya	high	Sarracenia 'Stanya' (Premysl Otakar I × Adrian Slack)	1	
HY45	S. 'Hot Lips'	Registered Cultivar	Sarracenia			Hot Lips			none		0	
D2	D. 'TC clone from 1990's'	Exclusive Clone	Dionaea			TC clone from 1990			none		0	
D3	D. 'Big Mouth'	Cultivated Clone	Dionaea			Big Mouth			none		0	
D4	D. 'B-52'	Famous Clone	Dionaea			B-52			none		0	
D5	D. 'Bohemian Garnet'	Cultivated Clone	Dionaea			Bohemian Garnet			none		0	
D7	D. G-17 MEGATRAPS	Cultivated Clone	Dionaea			G-17 MEGATRAPS			none		0	
D8	D. Orton's	Orton's Plantation	Dionaea			Orton's		dionaea/ortons-red-side	medium	Dionaea muscipula 'Orton's Red Side'	1	
D10	D. muscipula Franklin Co, FL	Franklin Co, FL	Dionaea	muscipula		Franklin Co, FL		dionaea/ortons-red-side	low	Dionaea muscipula 'Orton's Red Side'	1	
D11	D. muscipula Liberty Co, FL	Liberty Co, FL	Dionaea	muscipula		Liberty Co, FL		dionaea/ortons-red-side	low	Dionaea muscipula 'Orton's Red Side'	1	
D12	D. muscipula G-14 rosette	Cultivated Clone	Dionaea	muscipula		G-14 rosette		dionaea/ortons-red-side	low	Dionaea muscipula 'Orton's Red Side'	1	
D13	D. 'Colorado Giant'	Cultivated Clone	Dionaea			Colorado Giant			none		0	
D14	D. muscipula Onslow Co, NC	Onslow Co, NC	Dionaea	muscipula		Onslow Co, NC		dionaea/ortons-red-side	low	Dionaea muscipula 'Orton's Red Side'	1	
D15	D. muscipula 'GINORMOUS'	Cultivated Clone	Dionaea	muscipula		GINORMOUS		dionaea/ortons-red-side	low	Dionaea muscipula 'Orton's Red Side'	1	
D16	D. muscipula Brunswick Co, NC	Brunswick Co, NC	Dionaea	muscipula		Brunswick Co, NC		dionaea/ortons-red-side	low	Dionaea muscipula 'Orton's Red Side'	1	
D17	D. Maroon Monster	Cultivated Clone	Dionaea			Maroon Monster			none		0	
D18	D. Scarlatine	Cultivated Clone	Dionaea			Scarlatine			none		0	
D19	D. SD Draco	Cultivated Clone	Dionaea			SD Draco			none		0	
D20	Dionaea GRUN	Cultivated Clone	Dionaea			GRUN			none		0	
D21	D. muscipula Wolverine	Cultivated Clone	Dionaea	muscipula		Wolverine		dionaea/ortons-red-side	low	Dionaea muscipula 'Orton's Red Side'	1	
D22	D. Monkey Ass	Cultivated Clone	Dionaea			Monkey Ass			none		0	
D23	D. GIANT CLAM	Cultivated Clone	Dionaea			GIANT CLAM			none		0	
D24	Dionaea Galaxy	Cultivated Clone	Dionaea			Galaxy			none		0	
D25	D. Big tomato	Cultivated Clone	Dionaea			Big tomato			none		0	
DAR1	"D. californica ""Alpine Farms"	Del Norte Co, CA	Dionaea			"californica ""Alpine Farms"			none		0	
DAR2	"D. californica ""Like Alpine Farms"	Del Norte Co, CA	Dionaea			"californica ""Like Alpine Farms"			none		0	
DAR3	"D. californica ""Regular Form"	Rattlesnake Creek, Josephine Co, OR	Dionaea			"californica ""Regular Form"			none		0	
DAR4	"D. californica ""Coppery Red"	Del Norte Co, CA	Dionaea			"californica ""Coppery Red"			none		0	
DAR5	D. californica Cedar Springs	Del Norte Co, CA	Dionaea			californica Cedar Springs			none		0	
NC1	Lilium catesbaei	Southern Baldwin Co, AL							none		0	
NC2	Iris verna	Onslow Co, NC							none		0	
NC3	Pogonia ophioglossoides	Florida							none		0	
NC4	"Wasabia japonica ""Daruma"	Cultivated							none		0	
